date,region,avg_temperature_c,precipitation_mm,co2_ppm,temperature_anomaly_c,humidity_percent
08-02-2020,North,24.33,79.20,420.96,1.53,51.55
09-02-2020,West,13.44,46.84,423.39,1.80,46.83
10-02-2020,Central,26.61,61.79,423.73,1.89,69.63
11-02-2020,North,18.60,57.28,423.73,2.11,67.25
12-02-2020,South,17.22,85.82,422.83,1.86,76.26
13-02-2020,Central,18.75,27.25,423.67,1.86,73.82
14-02-2020,Central,26.97,2.92,423.98,1.92,55.30
15-02-2020,West,12.87,54.66,424.38,1.77,78.59
16-02-2020,East,12.37,71.71,425.89,1.88,74.18
17-02-2020,East,13.83,63.81,423.65,2.19,73.29
18-02-2020,West,16.98,90.81,423.40,1.83,91.99
19-02-2020,West,9.95,70.93,421.96,1.84,89.53
20-02-2020,West,16.94,45.90,423.98,1.84,73.28
21-02-2020,East,23.63,1.86,424.33,2.24,71.78
22-02-2020,West,17.46,54.07,423.05,1.52,77.98
23-02-2020,North,15.68,85.70,424.17,2.39,57.99
24-02-2020,Central,14.38,50.20,422.92,1.50,58.16
25-02-2020,Central,20.45,60.71,424.38,1.66,73.08
26-02-2020,South,13.55,70.53,424.75,2.08,54.72
27-02-2020,South,24.24,34.62,424.74,2.16,72.11
28-02-2020,Central,24.59,75.58,423.57,1.43,66.88
29-02-2020,North,17.88,100.93,421.85,1.53,54.73
01-03-2020,East,16.81,55.68,422.50,1.94,65.31
02-03-2020,East,20.98,31.77,424.32,2.56,80.66
03-03-2020,North,21.24,58.33,427.11,2.23,65.99
04-03-2020,East,13.63,4.39,422.93,1.78,66.04
05-03-2020,West,14.75,68.42,424.13,1.13,68.95
06-03-2020,Central,11.57,71.31,422.63,1.88,70.51
07-03-2020,Central,18.50,101.89,422.01,1.97,61.03
08-03-2020,North,19.53,55.15,422.46,1.75,69.20
09-03-2020,East,11.46,70.21,420.36,1.61,52.41
10-03-2020,South,15.04,38.47,425.53,1.91,55.41
11-03-2020,South,11.47,51.09,420.16,1.58,56.95
12-03-2020,East,13.27,21.87,423.12,2.42,70.64
13-03-2020,South,19.07,55.13,421.76,2.32,66.92
14-03-2020,North,13.93,52.37,422.21,2.06,63.39
15-03-2020,North,15.66,67.48,425.61,1.89,73.29
16-03-2020,East,10.35,44.41,423.85,1.67,69.55
17-03-2020,South,17.61,62.08,422.11,1.86,61.52
18-03-2020,North,16.69,51.67,422.68,2.36,52.58
19-03-2020,North,13.95,51.71,422.43,2.13,55.16
20-03-2020,West,16.11,62.01,423.52,1.93,47.40
21-03-2020,West,17.59,61.01,423.85,2.14,66.69
22-03-2020,North,13.61,79.03,426.45,2.03,54.65
23-03-2020,East,10.96,56.98,420.74,1.99,59.06
24-03-2020,Central,24.09,51.25,423.57,2.16,63.47
25-03-2020,Central,14.34,55.48,423.16,2.02,77.53
26-03-2020,North,16.48,42.13,425.06,2.13,76.15
27-03-2020,North,20.91,51.00,424.18,1.92,64.34
28-03-2020,North,30.99,110.78,424.54,1.79,80.19
29-03-2020,East,11.89,37.18,424.18,1.71,40.85
30-03-2020,West,18.67,53.03,422.28,1.67,87.53
31-03-2020,North,14.04,50.31,425.50,1.39,73.31
01-04-2020,North,14.72,53.82,424.89,1.60,66.23
02-04-2020,South,13.99,51.72,425.08,1.59,54.30
03-04-2020,East,12.37,66.98,425.61,1.72,59.74
04-04-2020,North,16.71,17.25,424.35,2.34,72.31
05-04-2020,South,10.98,85.93,425.95,1.83,72.58
06-04-2020,Central,20.66,75.81,424.31,1.95,73.02
07-04-2020,North,17.09,28.93,423.42,1.96,56.26
08-04-2020,North,18.57,3.27,423.75,2.35,53.84
09-04-2020,South,15.01,35.57,423.73,1.70,67.34
10-04-2020,East,15.41,53.93,423.00,1.81,74.24
11-04-2020,North,18.03,124.51,426.23,1.85,65.04
12-04-2020,Central,12.22,73.58,424.24,2.22,82.78
13-04-2020,North,15.45,14.81,423.94,2.28,65.40
14-04-2020,Central,13.44,42.76,424.39,2.02,64.99
15-04-2020,West,13.32,58.67,428.29,2.25,73.05
16-04-2020,West,8.44,66.34,422.13,1.93,79.63
17-04-2020,Central,22.24,27.13,422.57,1.83,48.81
18-04-2020,East,14.13,56.63,421.78,2.23,51.58
19-04-2020,North,21.53,42.06,423.51,2.03,61.24
20-04-2020,North,21.16,32.41,424.23,1.66,100.00
21-04-2020,West,11.74,66.49,423.18,2.18,61.86
22-04-2020,Central,12.53,79.35,423.07,1.82,63.54
23-04-2020,North,27.12,81.03,424.11,1.78,72.42
24-04-2020,North,23.89,74.36,423.15,2.15,76.72
25-04-2020,East,16.76,47.57,424.38,1.86,67.04
26-04-2020,South,17.91,77.86,425.59,2.00,78.97
27-04-2020,West,14.36,67.73,424.94,2.08,50.67
28-04-2020,West,18.61,63.35,425.26,1.65,55.81
29-04-2020,South,14.02,44.71,425.57,2.00,78.95
30-04-2020,North,8.76,47.58,424.38,2.29,65.13
01-05-2020,East,11.60,61.85,423.73,1.60,49.85
02-05-2020,East,16.97,121.00,422.81,2.02,49.13
03-05-2020,West,12.36,67.53,423.40,1.64,55.27
04-05-2020,East,16.62,44.72,423.21,2.19,65.03
05-05-2020,South,12.59,39.19,425.10,2.19,70.61
06-05-2020,North,13.76,47.71,424.53,1.78,61.05
07-05-2020,South,20.30,114.43,425.06,2.55,69.62
08-05-2020,Central,17.88,50.02,422.29,2.22,59.76
09-05-2020,West,16.85,82.67,426.18,2.10,79.69
10-05-2020,East,20.41,50.60,423.40,2.09,95.62
11-05-2020,Central,18.81,66.53,422.40,2.19,60.29
12-05-2020,East,22.68,79.79,423.40,1.59,70.76
13-05-2020,North,15.05,45.70,427.80,1.95,69.78
14-05-2020,North,15.17,43.97,423.50,2.01,66.66
15-05-2020,North,11.69,101.47,423.60,1.77,72.84
16-05-2020,East,15.18,84.61,423.81,2.03,70.75
17-05-2020,Central,20.75,79.77,423.88,2.26,59.35
18-05-2020,North,22.10,79.68,422.94,1.77,80.80
19-05-2020,Central,20.74,71.49,424.34,1.88,67.42
20-05-2020,East,9.72,110.44,425.75,1.65,60.38
21-05-2020,Central,21.23,61.10,424.62,1.36,94.32
22-05-2020,East,9.54,74.43,422.49,2.13,63.61
23-05-2020,East,20.49,23.73,423.65,1.89,68.06
24-05-2020,West,15.43,39.38,423.34,1.91,67.11
25-05-2020,East,19.71,29.98,424.26,1.60,63.44
26-05-2020,East,11.57,91.85,426.18,1.84,70.38
27-05-2020,South,21.58,3.81,423.97,2.23,54.86
28-05-2020,North,11.04,49.94,424.07,1.90,72.16
29-05-2020,West,14.23,14.84,426.88,1.91,43.90
30-05-2020,West,12.91,39.22,425.54,1.96,49.42
31-05-2020,West,9.88,47.73,425.09,1.53,86.91
01-06-2020,South,17.28,94.62,427.18,2.09,49.93
02-06-2020,East,24.13,69.92,424.99,1.53,41.48
03-06-2020,North,27.57,39.17,421.28,1.62,50.22
04-06-2020,Central,17.29,86.65,425.52,1.59,85.88
05-06-2020,East,21.37,60.45,421.89,1.85,43.50
06-06-2020,South,17.83,60.94,424.97,1.80,53.53
07-06-2020,East,18.90,29.93,421.73,1.91,47.50
08-06-2020,East,15.54,35.25,423.61,1.63,61.71
09-06-2020,South,17.69,39.37,423.77,2.21,59.77
10-06-2020,West,19.06,61.16,423.17,2.16,59.23
11-06-2020,West,14.59,61.95,423.81,1.86,87.27
12-06-2020,North,16.60,98.60,425.89,1.76,50.61
13-06-2020,North,16.67,69.63,423.28,1.73,63.77
14-06-2020,West,20.21,7.69,425.18,1.82,69.06
15-06-2020,Central,12.65,66.57,422.92,1.49,53.24
16-06-2020,East,16.70,23.75,424.09,1.62,70.84
17-06-2020,Central,24.56,35.85,424.87,2.17,60.20
18-06-2020,East,21.57,39.70,422.90,2.00,69.49
19-06-2020,West,22.31,43.42,422.44,2.40,63.70
20-06-2020,North,17.01,25.62,425.15,1.82,40.39
21-06-2020,North,18.20,65.09,426.11,1.80,80.67
22-06-2020,Central,20.92,24.73,424.31,1.79,89.85
23-06-2020,North,23.15,68.92,423.75,1.82,62.88
24-06-2020,West,9.11,115.92,424.68,1.72,54.22
25-06-2020,Central,11.65,26.77,424.54,2.00,83.07
26-06-2020,East,22.15,52.89,424.83,1.92,87.68
27-06-2020,North,15.81,3.09,420.68,1.76,62.97
28-06-2020,South,14.23,52.48,422.88,2.29,62.38
29-06-2020,North,11.90,76.07,423.23,2.49,64.04
30-06-2020,East,14.70,78.02,424.73,2.27,44.91
01-07-2020,Central,11.31,61.93,424.79,2.08,61.51
02-07-2020,East,25.28,82.23,425.48,2.15,85.58
03-07-2020,South,16.83,123.65,424.92,2.48,62.98
04-07-2020,West,16.69,102.81,422.59,2.15,52.52
05-07-2020,North,19.27,46.94,426.72,1.74,70.96
06-07-2020,Central,20.77,23.72,426.47,2.04,56.99
07-07-2020,West,20.70,49.85,422.68,2.11,64.20
08-07-2020,East,21.22,36.33,425.07,1.62,49.77
09-07-2020,Central,14.40,71.28,423.69,1.84,52.56
10-07-2020,West,15.73,30.47,424.80,2.25,73.85
11-07-2020,Central,20.00,58.18,426.18,1.38,66.39
12-07-2020,South,14.81,80.95,427.81,1.55,55.69
13-07-2020,South,16.90,57.48,425.75,1.87,66.43
14-07-2020,North,18.52,36.34,425.07,2.03,57.71
15-07-2020,North,20.07,89.37,424.13,1.52,55.59
16-07-2020,South,9.81,13.03,424.92,1.89,78.97
17-07-2020,Central,19.78,51.81,426.70,2.27,74.39
18-07-2020,South,15.99,58.96,424.60,1.95,64.74
19-07-2020,North,19.76,60.40,423.35,2.21,66.73
20-07-2020,South,20.03,64.51,422.25,1.75,64.90
21-07-2020,South,23.36,75.26,425.46,1.68,70.84
22-07-2020,Central,22.34,59.11,425.07,2.18,55.41
23-07-2020,West,22.31,50.80,423.74,2.04,75.35
24-07-2020,North,22.70,49.81,426.26,1.57,69.24
25-07-2020,Central,18.09,44.71,424.10,1.69,61.84
26-07-2020,South,17.06,79.69,424.54,2.40,59.15
27-07-2020,South,20.42,43.84,424.72,1.65,75.09
28-07-2020,West,19.86,81.17,424.23,2.21,63.19
29-07-2020,North,15.70,60.47,425.12,1.79,56.61
30-07-2020,North,18.55,46.97,426.50,1.93,60.39
31-07-2020,East,16.79,75.46,423.07,2.02,74.23
01-08-2020,North,13.52,41.81,425.52,1.30,45.67
02-08-2020,West,22.10,75.95,425.06,1.49,60.74
03-08-2020,East,17.15,65.32,425.04,1.96,77.85
04-08-2020,East,25.13,45.09,426.13,1.72,62.98
05-08-2020,South,10.43,73.22,424.90,2.23,68.27
06-08-2020,South,14.71,73.66,425.56,1.45,78.04
07-08-2020,North,17.07,88.94,425.92,2.11,75.71
08-08-2020,East,21.49,84.15,424.10,1.52,59.72
09-08-2020,South,18.53,72.28,425.31,1.83,63.44
10-08-2020,West,18.18,31.81,424.50,1.62,75.86
11-08-2020,South,12.43,121.21,424.68,2.51,76.27
12-08-2020,South,12.31,24.91,424.41,1.54,63.94
13-08-2020,East,18.23,83.73,425.61,1.90,64.36
14-08-2020,East,11.48,70.78,425.03,1.42,68.21
15-08-2020,Central,14.81,30.65,425.51,2.42,81.40
16-08-2020,West,18.94,56.89,424.90,2.06,77.81
17-08-2020,East,13.01,58.03,422.53,1.98,73.32
18-08-2020,North,23.36,92.64,424.99,2.38,52.06
19-08-2020,West,21.84,42.17,425.05,1.99,61.70
20-08-2020,West,10.66,53.45,425.33,2.01,62.33
21-08-2020,East,13.21,1.60,424.08,1.98,82.02
22-08-2020,West,7.80,103.37,423.19,2.11,62.13
23-08-2020,East,13.81,33.24,425.93,1.80,80.04
24-08-2020,South,20.01,68.17,424.59,1.88,58.15
25-08-2020,Central,15.29,57.46,425.26,2.19,59.11
26-08-2020,South,18.79,57.55,424.59,2.03,70.78
27-08-2020,East,10.86,80.25,425.02,1.91,83.82
28-08-2020,East,20.14,101.78,424.36,1.53,62.46
29-08-2020,South,14.73,66.29,423.59,2.40,34.25
30-08-2020,North,17.00,76.38,425.76,1.75,46.23
31-08-2020,North,16.58,68.22,424.16,2.24,68.58
01-09-2020,North,11.86,85.44,425.32,2.00,47.30
02-09-2020,East,12.34,48.43,425.70,1.56,54.61
03-09-2020,West,20.82,86.88,424.21,2.33,65.15
04-09-2020,East,18.55,87.76,423.29,2.03,35.61
05-09-2020,West,21.15,87.06,428.75,2.35,60.44
06-09-2020,South,18.25,43.50,424.32,1.90,51.02
07-09-2020,Central,17.52,55.79,426.06,2.16,47.01
08-09-2020,West,10.05,65.99,428.04,1.42,55.37
09-09-2020,North,15.87,25.73,426.33,1.80,52.17
10-09-2020,East,16.84,99.87,424.70,1.57,70.63
11-09-2020,South,24.77,59.69,425.06,1.84,79.36
12-09-2020,North,19.70,67.10,423.92,2.10,60.63
13-09-2020,South,23.10,45.57,426.50,1.77,57.85
14-09-2020,Central,19.35,26.83,426.04,2.21,60.03
15-09-2020,East,14.11,44.90,424.43,1.70,51.70
16-09-2020,East,17.42,65.48,423.64,2.22,49.54
17-09-2020,Central,17.90,76.84,423.23,2.35,45.25
18-09-2020,East,13.20,64.04,426.70,2.26,49.05
19-09-2020,West,15.42,68.67,425.41,1.85,84.58
20-09-2020,South,16.13,51.57,425.56,1.32,56.71
21-09-2020,North,23.38,72.41,424.02,2.13,29.70
22-09-2020,Central,8.64,97.07,423.06,1.92,57.96
23-09-2020,West,21.78,77.62,426.71,1.67,45.92
24-09-2020,North,13.21,80.24,425.34,1.79,65.71
25-09-2020,North,11.47,67.35,426.65,2.39,64.42
26-09-2020,Central,21.68,22.42,424.72,1.62,65.67
27-09-2020,West,19.89,33.88,424.95,2.10,64.51
28-09-2020,North,21.98,71.37,426.38,2.03,60.53
29-09-2020,North,20.17,59.73,426.42,1.86,47.53
30-09-2020,West,25.20,71.00,426.53,2.16,64.10
01-10-2020,East,19.20,101.91,424.90,2.45,77.23
02-10-2020,North,16.34,78.15,426.27,1.88,86.76
03-10-2020,South,18.34,91.47,427.02,1.89,62.14
04-10-2020,West,21.94,62.37,425.21,2.15,63.44
05-10-2020,North,13.85,39.82,424.61,2.24,71.01
06-10-2020,Central,14.36,58.55,427.40,1.93,82.92
07-10-2020,South,15.73,39.88,424.41,1.87,59.16
08-10-2020,North,8.55,98.96,426.35,1.30,73.31
09-10-2020,South,17.52,79.76,425.33,1.73,55.13
10-10-2020,South,9.42,73.01,422.66,1.63,68.96
11-10-2020,East,17.18,90.90,427.12,2.17,76.65
12-10-2020,South,20.43,9.50,421.30,1.90,49.51
13-10-2020,East,15.06,74.70,422.47,1.88,58.70
14-10-2020,West,23.68,27.23,426.25,1.97,76.46
15-10-2020,East,11.13,59.82,426.26,1.71,72.39
16-10-2020,Central,21.74,52.21,424.52,2.44,77.43
17-10-2020,North,19.67,76.54,425.71,2.36,75.18
18-10-2020,West,10.11,65.70,421.70,2.46,60.91
19-10-2020,West,27.82,93.63,426.56,2.18,91.39
20-10-2020,Central,16.72,44.95,425.89,1.96,66.64
21-10-2020,East,13.46,77.73,425.45,2.46,28.33
22-10-2020,North,11.35,64.06,425.56,1.77,61.61
23-10-2020,East,16.09,19.12,426.28,1.71,59.37
24-10-2020,South,16.47,37.03,425.50,1.79,74.54
25-10-2020,East,17.39,56.25,422.75,2.13,59.59
26-10-2020,West,15.78,87.81,428.86,1.75,78.19
27-10-2020,North,19.51,71.59,427.38,1.93,71.70
28-10-2020,East,15.43,30.81,423.66,1.50,53.00
29-10-2020,North,9.24,56.49,425.08,2.12,63.32
30-10-2020,North,16.38,110.45,425.25,1.52,55.69
31-10-2020,South,7.51,62.78,427.23,1.70,67.22
01-11-2020,South,18.39,51.82,422.38,2.34,55.62
02-11-2020,West,13.06,72.29,424.88,2.33,65.89
03-11-2020,Central,17.63,79.08,423.00,2.09,61.73
04-11-2020,North,22.24,48.60,425.22,2.06,63.17
05-11-2020,Central,13.19,72.56,424.95,1.82,89.61
06-11-2020,West,21.23,51.78,425.78,1.75,60.67
07-11-2020,North,15.25,77.98,424.77,1.87,41.79
08-11-2020,North,24.00,64.24,424.56,1.53,77.19
09-11-2020,Central,15.52,72.05,426.62,2.06,77.10
10-11-2020,East,13.62,41.02,426.38,2.00,41.25
11-11-2020,South,19.73,39.47,426.54,1.70,56.59
12-11-2020,East,15.24,83.64,425.45,2.46,70.23
13-11-2020,Central,13.62,58.02,424.87,2.17,71.29
14-11-2020,South,15.07,67.13,425.56,2.19,64.94
15-11-2020,East,16.81,52.34,426.50,1.84,65.21
16-11-2020,South,22.36,82.47,422.49,1.99,53.74
17-11-2020,North,9.25,44.80,426.36,2.18,36.20
18-11-2020,East,17.08,56.61,426.24,2.03,89.59
19-11-2020,South,19.49,79.65,425.88,2.47,53.38
20-11-2020,South,17.76,89.32,425.57,1.93,67.12
21-11-2020,South,22.23,46.91,421.95,1.84,63.09
22-11-2020,East,16.69,108.99,425.15,2.18,75.77
23-11-2020,West,16.25,67.83,428.50,1.61,66.38
24-11-2020,East,19.36,33.93,425.85,2.27,66.84
25-11-2020,Central,17.39,69.23,425.38,1.60,33.39
26-11-2020,East,15.43,50.43,425.87,2.18,55.00
27-11-2020,South,19.06,70.85,426.39,1.80,73.94
28-11-2020,North,14.38,58.93,426.85,2.14,72.86
29-11-2020,East,14.55,61.86,425.53,2.27,53.58
30-11-2020,East,14.88,37.21,426.52,2.04,46.06
01-12-2020,South,22.41,84.75,428.41,1.63,66.52
02-12-2020,North,4.11,31.10,427.41,1.73,30.12
03-12-2020,North,18.58,32.28,429.42,1.78,51.22
04-12-2020,Central,17.13,69.18,424.93,1.43,86.12
05-12-2020,East,10.27,100.07,428.44,2.33,82.34
06-12-2020,North,18.24,51.19,424.75,2.03,70.85
07-12-2020,North,18.90,77.52,426.47,1.66,68.69
08-12-2020,West,19.36,86.83,427.05,2.43,41.60
09-12-2020,West,6.39,80.37,425.20,1.79,56.11
10-12-2020,North,22.46,52.22,426.10,2.07,61.46
11-12-2020,Central,14.05,32.72,427.35,1.75,56.37
12-12-2020,North,19.75,4.81,424.92,1.39,60.80
13-12-2020,South,19.96,53.43,428.50,1.59,80.59
14-12-2020,East,13.49,89.45,423.93,1.87,58.50
15-12-2020,Central,19.64,31.90,428.93,2.27,60.91
16-12-2020,South,15.46,77.51,427.53,2.11,73.87
17-12-2020,Central,8.72,36.25,425.90,2.04,47.97
18-12-2020,South,21.67,62.65,425.44,1.40,54.92
19-12-2020,East,13.90,77.69,425.29,2.38,56.15
20-12-2020,East,13.59,43.51,425.86,2.07,65.67
21-12-2020,West,15.39,64.26,426.00,1.97,60.86
22-12-2020,South,18.09,49.62,427.96,2.34,61.24
23-12-2020,West,16.78,77.63,429.04,2.38,57.02
24-12-2020,South,19.20,65.88,426.40,2.35,52.15
25-12-2020,West,11.65,61.41,424.84,1.93,72.31
26-12-2020,East,14.04,98.96,425.30,1.71,60.95
27-12-2020,Central,16.54,76.56,425.85,2.30,72.43
28-12-2020,West,24.60,42.74,424.59,1.60,51.66
29-12-2020,South,16.55,57.85,424.37,2.59,57.02
30-12-2020,South,21.35,58.10,429.30,2.02,62.35
31-12-2020,East,17.16,62.01,426.61,1.69,63.47
01-01-2021,South,15.07,123.11,424.92,1.64,74.05
02-01-2021,North,16.02,69.27,427.40,1.63,59.83
03-01-2021,Central,16.34,9.10,424.42,2.05,73.96
04-01-2021,West,19.43,46.43,424.55,2.01,69.50
05-01-2021,Central,22.51,11.69,425.00,1.64,63.72
06-01-2021,East,18.45,51.76,428.70,1.90,53.58
07-01-2021,West,21.76,10.32,425.84,1.60,74.08
08-01-2021,West,13.15,38.21,422.57,2.19,53.88
09-01-2021,North,15.35,21.98,428.06,2.00,64.74
10-01-2021,East,14.12,69.60,425.79,1.90,64.35
11-01-2021,South,18.27,60.01,423.49,1.63,62.51
12-01-2021,North,15.58,67.57,425.79,1.92,60.33
13-01-2021,North,19.93,57.39,427.06,1.89,55.14
14-01-2021,Central,13.29,25.14,426.89,2.11,45.60
15-01-2021,Central,17.19,72.84,428.99,2.07,81.85
16-01-2021,Central,19.76,108.06,425.03,2.25,59.10
17-01-2021,North,8.76,70.23,426.38,1.87,63.46
18-01-2021,South,25.50,49.35,425.27,1.46,63.39
19-01-2021,West,15.89,24.30,424.02,2.32,78.15
20-01-2021,Central,8.92,37.30,427.67,1.74,88.20
21-01-2021,South,17.65,71.33,427.04,1.69,66.92
22-01-2021,East,17.15,86.83,426.78,2.01,63.12
23-01-2021,Central,16.69,66.52,427.01,2.11,51.52
24-01-2021,West,20.99,80.00,425.35,1.86,47.68
25-01-2021,East,20.01,77.69,424.88,1.86,43.71
26-01-2021,East,18.21,72.66,426.45,1.90,55.45
27-01-2021,West,18.82,43.54,428.15,2.45,39.91
28-01-2021,Central,16.61,64.35,428.82,2.02,77.95
29-01-2021,North,24.13,38.79,427.61,1.73,70.08
30-01-2021,West,11.11,60.44,426.47,1.74,61.98
31-01-2021,West,17.58,68.27,426.84,1.95,78.31
01-02-2021,West,17.29,101.97,426.47,2.10,52.15
02-02-2021,East,20.28,27.26,424.92,2.17,55.16
03-02-2021,South,13.65,72.04,426.50,2.06,41.79
04-02-2021,North,10.05,97.03,424.47,1.77,74.29
05-02-2021,Central,17.65,78.97,426.30,1.90,55.28
06-02-2021,Central,18.15,80.82,428.95,2.25,65.19
07-02-2021,South,22.99,74.69,427.74,1.68,77.03
08-02-2021,West,11.95,92.46,425.13,1.89,81.45
09-02-2021,North,21.65,32.81,426.41,2.21,64.65
10-02-2021,Central,26.50,25.35,425.28,2.29,69.61
11-02-2021,Central,15.52,59.84,426.44,1.97,54.15
12-02-2021,West,11.87,5.97,428.11,1.91,85.20
13-02-2021,South,15.40,90.77,427.54,1.63,63.01
14-02-2021,North,17.09,90.52,430.29,2.19,65.96
15-02-2021,South,19.29,49.17,428.36,2.43,60.12
16-02-2021,South,14.67,50.73,426.89,2.80,79.39
17-02-2021,North,23.25,58.19,427.61,2.15,67.40
18-02-2021,North,12.58,61.30,426.30,2.02,74.13
19-02-2021,Central,10.08,63.18,424.92,1.76,69.25
20-02-2021,Central,21.46,73.96,428.58,1.47,62.36
21-02-2021,North,7.94,55.68,428.14,2.09,76.15
22-02-2021,East,16.22,83.58,426.28,2.74,69.14
23-02-2021,Central,29.51,71.15,427.06,2.42,53.47
24-02-2021,East,16.99,44.83,428.52,2.37,53.13
25-02-2021,North,12.55,93.38,427.93,2.11,66.79
26-02-2021,Central,16.81,26.04,424.48,2.15,75.89
27-02-2021,South,16.83,57.70,427.05,1.31,84.67
28-02-2021,North,17.68,84.17,426.44,2.27,43.67
01-03-2021,West,19.69,41.92,428.37,1.87,65.31
02-03-2021,East,12.88,67.74,428.26,1.83,70.88
03-03-2021,North,23.79,73.58,428.70,1.94,68.55
04-03-2021,North,18.02,38.49,425.05,1.93,77.11
05-03-2021,Central,19.95,58.19,425.56,1.83,72.87
06-03-2021,Central,14.53,56.09,428.42,2.05,53.17
07-03-2021,Central,22.19,46.21,425.87,1.87,52.82
08-03-2021,West,16.01,117.54,424.48,2.07,68.75
09-03-2021,Central,18.15,40.92,427.57,1.60,76.89
10-03-2021,North,13.31,85.12,425.96,1.98,66.72
11-03-2021,Central,13.06,50.18,429.48,1.72,46.06
12-03-2021,South,19.80,32.83,427.24,1.85,52.43
13-03-2021,Central,15.27,62.57,427.05,2.09,73.30
14-03-2021,West,13.63,76.23,426.26,1.56,60.82
15-03-2021,South,14.47,83.01,429.21,1.80,66.42
16-03-2021,North,19.84,99.06,427.37,2.22,77.79
17-03-2021,North,14.53,133.63,426.23,1.62,50.57
18-03-2021,East,16.58,66.26,425.66,2.58,60.03
19-03-2021,South,17.11,43.42,426.75,2.41,58.73
20-03-2021,East,9.38,71.32,425.40,1.90,69.26
21-03-2021,South,11.16,53.34,428.42,1.81,74.27
22-03-2021,South,18.39,83.15,424.18,2.11,47.24
23-03-2021,West,14.10,27.57,426.69,1.62,64.93
24-03-2021,East,21.28,119.21,427.82,1.45,75.43
25-03-2021,West,20.92,81.40,427.43,1.91,42.74
26-03-2021,South,19.93,17.90,425.85,2.01,64.23
27-03-2021,North,24.33,42.27,427.92,2.08,50.41
28-03-2021,South,16.72,80.40,425.61,1.87,57.30
29-03-2021,West,19.65,89.41,426.92,2.44,34.94
30-03-2021,East,14.72,28.19,427.94,1.60,81.71
31-03-2021,East,26.86,77.83,427.66,1.71,60.73
01-04-2021,West,24.99,11.32,425.97,2.20,55.31
02-04-2021,East,17.10,57.77,428.78,1.71,68.94
03-04-2021,Central,18.60,87.80,427.13,1.70,52.49
04-04-2021,North,22.49,46.21,428.12,2.09,51.35
05-04-2021,North,16.47,22.33,429.31,1.74,83.12
06-04-2021,North,14.43,63.66,428.70,2.02,86.70
07-04-2021,East,20.55,44.88,428.71,1.85,57.90
08-04-2021,East,17.37,75.74,427.33,1.80,77.81
09-04-2021,South,17.79,37.87,428.24,1.43,69.27
10-04-2021,South,13.72,40.68,427.38,2.10,48.03
11-04-2021,North,10.19,9.47,425.26,1.69,53.86
12-04-2021,Central,18.00,64.25,427.53,2.01,83.61
13-04-2021,South,20.68,55.98,427.47,1.91,47.88
14-04-2021,South,16.16,30.29,427.97,2.00,92.37
15-04-2021,East,22.81,64.84,426.91,2.02,58.14
16-04-2021,Central,14.25,85.68,425.97,2.12,83.97
17-04-2021,North,12.84,54.61,428.11,1.84,61.33
18-04-2021,South,16.79,66.70,425.16,2.44,74.60
19-04-2021,Central,16.73,66.83,429.33,1.51,81.74
20-04-2021,Central,20.14,29.89,426.80,2.00,81.68
21-04-2021,North,13.96,111.41,427.53,2.32,57.99
22-04-2021,Central,22.54,48.23,428.01,2.21,54.71
23-04-2021,Central,24.93,76.40,428.06,1.77,64.03
24-04-2021,Central,16.91,79.23,425.07,1.82,49.39
25-04-2021,South,22.07,56.51,428.43,1.76,67.87
26-04-2021,North,12.84,75.17,427.66,2.25,55.15
27-04-2021,Central,21.37,66.15,426.26,1.85,77.99
28-04-2021,Central,21.26,24.56,426.10,2.14,58.16
29-04-2021,South,20.52,51.69,426.73,2.15,44.09
30-04-2021,North,17.01,44.69,425.29,2.78,81.81
01-05-2021,East,5.25,48.46,429.83,2.16,67.20
02-05-2021,South,14.50,27.40,429.49,1.83,65.35
03-05-2021,North,14.57,88.16,427.95,1.63,78.13
04-05-2021,Central,13.16,100.05,426.94,1.99,75.46
05-05-2021,North,17.56,84.45,426.99,2.04,55.86
06-05-2021,North,15.40,91.76,428.43,1.41,59.60
07-05-2021,North,13.77,51.38,429.94,1.86,51.64
08-05-2021,East,12.84,44.09,426.46,2.16,47.43
09-05-2021,North,14.21,40.54,425.65,1.91,71.94
10-05-2021,East,21.56,76.10,429.65,2.36,69.71
11-05-2021,Central,14.43,65.68,424.66,1.61,74.13
12-05-2021,East,15.02,58.07,425.84,2.28,80.38
13-05-2021,Central,15.25,92.38,426.99,2.35,74.29
14-05-2021,Central,18.43,70.12,425.03,2.36,75.36
15-05-2021,East,18.90,39.03,429.04,1.61,40.06
16-05-2021,South,4.90,42.98,428.67,2.17,61.32
17-05-2021,West,21.16,77.05,426.53,1.88,76.57
18-05-2021,North,22.82,86.04,429.32,1.66,50.98
19-05-2021,West,12.88,73.79,429.59,1.95,66.10
20-05-2021,North,13.19,107.42,427.25,1.81,71.23
21-05-2021,North,15.28,100.88,426.75,2.36,70.31
22-05-2021,Central,14.06,71.03,430.83,2.23,69.43
23-05-2021,North,17.98,39.04,428.53,1.73,72.19
24-05-2021,North,9.29,27.25,427.84,1.86,67.17
25-05-2021,East,12.61,50.32,429.51,1.97,47.44
26-05-2021,West,23.24,78.83,427.93,2.06,71.08
27-05-2021,East,13.37,105.67,426.73,2.38,68.42
28-05-2021,North,22.06,70.44,427.61,2.29,47.60
29-05-2021,Central,18.50,89.22,429.06,2.10,81.56
30-05-2021,East,9.85,53.87,424.52,2.01,71.41
